code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,L5638,"Addition to lower extremity, below knee, leather socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5639,"Addition to lower extremity, below knee, wood socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5640,"Addition to lower extremity, knee disarticulation, leather socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5642,"Addition to lower extremity, above knee, leather socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5643,"Addition to lower extremity, hip disarticulation, flexible inner socket, external frame",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5644,"Addition to lower extremity, above knee, wood socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5645,"Addition to lower extremity, below knee, flexible inner socket, external frame",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5646,"Addition to lower extremity, below knee, air, fluid, gel or equal, cushion socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5647,"Addition to lower extremity, below knee suction socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5648,"Addition to lower extremity, above knee, air, fluid, gel or equal, cushion socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5649,"Addition to lower extremity, ischial containment/narrow M-L socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5650,"Additions to lower extremity, total contact, above knee or knee disarticulation socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5651,"Addition to lower extremity, above knee, flexible inner socket, external frame",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5652,"Addition to lower extremity, suction suspension, above knee or knee disarticulation socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5653,"Addition to lower extremity, knee disarticulation, expandable wall socket",,L5000-L9900,Prosthetic Procedures,L5629-L5653,Various Prosthetic Sockets,,,,,,,,
HCPCS,L5654,"Addition to lower extremity, socket insert, Symes, (Kemblo, Pelite, Aliplast, Plastazote or equal)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5655,"Addition to lower extremity, socket insert, below knee (Kemblo, Pelite, Aliplast, Plastazote or equal)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5656,"Addition to lower extremity, socket insert, knee disarticulation (Kemblo, Pelite, Aliplast, Plastazote or equal)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5657,"Addition to lower extremity prosthesis, manual/automated adjustable air, fluid, gel or equal socket insert for limb volume management, any materials",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5658,"Addition to lower extremity, socket insert, above knee (Kemblo, Pelite, Aliplast, Plastazote or equal)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5661,"Addition to lower extremity, socket insert, multi-durometer Symes",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5665,"Addition to lower extremity, socket insert, multi-durometer, below knee",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5666,"Addition to lower extremity, below knee, cuff suspension",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5668,"Addition to lower extremity, below knee, molded distal cushion",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5670,"Addition to lower extremity, below knee, molded supracondylar suspension ('PTS' or similar)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5671,"Addition to lower extremity, below knee / above knee suspension locking mechanism (shuttle, lanyard or equal), excludes socket insert",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5672,"Addition to lower extremity, below knee, removable medial brim suspension",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5673,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric, or equal, with or without perforations, with or without breathable material, for use with locking mechanism",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5676,"Additions to lower extremity, below knee, knee joints, single axis, pair",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5677,"Additions to lower extremity, below knee, knee joints, polycentric, pair",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5678,"Additions to lower extremity, below knee, joint covers, pair",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5679,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric, or equal, with or without perforations, with or without breathable material, not for use with locking mechanism",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5680,"Addition to lower extremity, below knee, thigh lacer, nonmolded",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5681,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code L5673 or L5679)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5682,"Addition to lower extremity, below knee, thigh lacer, gluteal/ischial, molded",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5683,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code L5673 or L5679)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5684,"Addition to lower extremity, below knee, fork strap",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5685,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5686,"Addition to lower extremity, below knee, back check (extension control)",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5688,"Addition to lower extremity, below knee, waist belt, webbing",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5690,"Addition to lower extremity, below knee, waist belt, padded and lined",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5692,"Addition to lower extremity, above knee, pelvic control belt, light",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5694,"Addition to lower extremity, above knee, pelvic control belt, padded and lined",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5695,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5696,"Addition to lower extremity, above knee or knee disarticulation, pelvic joint",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5697,"Addition to lower extremity, above knee or knee disarticulation, pelvic band",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5698,"Addition to lower extremity, above knee or knee disarticulation, Silesian bandage",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5699,"All lower extremity prostheses, shoulder harness",,L5000-L9900,Prosthetic Procedures,L5654-L5699,"Socket Insert, Suspensions, and Other Prosthetic Additions",,,,,,,,
HCPCS,L5700,"Replacement, socket, below knee, molded to patient model",,L5000-L9900,Prosthetic Procedures,L5700-L5703,Replacement Sockets,,,,,,,,
HCPCS,L5701,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model",,L5000-L9900,Prosthetic Procedures,L5700-L5703,Replacement Sockets,,,,,,,,
HCPCS,L5702,"Replacement, socket, hip disarticulation, including hip joint, molded to patient model",,L5000-L9900,Prosthetic Procedures,L5700-L5703,Replacement Sockets,,,,,,,,
HCPCS,L5703,"Ankle, Symes, molded to patient model, socket without solid ankle cushion heel (SACH) foot, replacement only",,L5000-L9900,Prosthetic Procedures,L5700-L5703,Replacement Sockets,,,,,,,,
HCPCS,L5704,"Custom shaped protective cover, below knee",,L5000-L9900,Prosthetic Procedures,L5704-L5707,Custom-shaped Protective Covers,,,,,,,,
HCPCS,L5705,"Custom shaped protective cover, above knee",,L5000-L9900,Prosthetic Procedures,L5704-L5707,Custom-shaped Protective Covers,,,,,,,,
HCPCS,L5706,"Custom shaped protective cover, knee disarticulation",,L5000-L9900,Prosthetic Procedures,L5704-L5707,Custom-shaped Protective Covers,,,,,,,,
HCPCS,L5707,"Custom shaped protective cover, hip disarticulation",,L5000-L9900,Prosthetic Procedures,L5704-L5707,Custom-shaped Protective Covers,,,,,,,,
HCPCS,L5710,"Addition, exoskeletal knee-shin system, single axis, manual lock",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5711,"Additions exoskeletal knee-shin system, single axis, manual lock, ultra-light material",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5712,"Addition, exoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5714,"Addition, exoskeletal knee-shin system, single axis, variable friction swing phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5716,"Addition, exoskeletal knee-shin system, polycentric, mechanical stance phaselock",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5718,"Addition, exoskeletal knee-shin system, polycentric, friction swing and stance phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5722,"Addition, exoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5724,"Addition, exoskeletal knee-shin system, single axis, fluid swing phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5726,"Addition, exoskeletal knee-shin system, single axis, external joints fluid swing phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5728,"Addition, exoskeletal knee-shin system, single axis, fluid swing and stance phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5780,"Addition, exoskeletal knee-shin system, single axis, pneumatic/hydra pneumatic swing phase control",,L5000-L9900,Prosthetic Procedures,L5710-L5780,Exoskeletal Knee-shin System Additions,,,,,,,,
HCPCS,L5781,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system",,L5000-L9900,Prosthetic Procedures,L5781-L5783,"Vacuum Pumps, Lower Limb Prosthetic Additions",,,,,,,,
HCPCS,L5782,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system, heavy duty",,L5000-L9900,Prosthetic Procedures,L5781-L5783,"Vacuum Pumps, Lower Limb Prosthetic Additions",,,,,,,,
HCPCS,L5783,"Addition to lower extremity, user adjustable, mechanical, residual limb volume management system (with or without lamination kit)",,L5000-L9900,Prosthetic Procedures,L5781-L5783,"Vacuum Pumps, Lower Limb Prosthetic Additions",,,,,,,,
HCPCS,L5785,"Addition, exoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",,L5000-L9900,Prosthetic Procedures,L5785-L5795,Other Exoskeletal Additions,,,,,,,,
HCPCS,L5790,"Addition, exoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",,L5000-L9900,Prosthetic Procedures,L5785-L5795,Other Exoskeletal Additions,,,,,,,,
HCPCS,L5795,"Addition, exoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)",,L5000-L9900,Prosthetic Procedures,L5785-L5795,Other Exoskeletal Additions,,,,,,,,
HCPCS,L5810,"Addition, endoskeletal knee-shin system, single axis, manual lock",,L5000-L9900,Prosthetic Procedures,L5810-L5966,Endoskeletal Knee or Hip System Additions,,,,,,,,
HCPCS,L5811,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material",,L5000-L9900,Prosthetic Procedures,L5810-L5966,Endoskeletal Knee or Hip System Additions,,,,,,,,
HCPCS,L5812,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)",,L5000-L9900,Prosthetic Procedures,L5810-L5966,Endoskeletal Knee or Hip System Additions,,,,,,,,
HCPCS,L5814,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock",,L5000-L9900,Prosthetic Procedures,L5810-L5966,Endoskeletal Knee or Hip System Additions,,,,,,,,
